,13090436,13090464,13090476,13090498,13090512,13090523,13090540,13090553,13090587,13090605,13094727,13094774,13094807,13094845,13094891,13098671,13098700,13098719,13098741,13098766,13101677,13101702,13101730,13101751,13101776,13101810,13105490,13105530,13105560,13105593,13105626,13105655,13109156,13109221,13109255,13109284,13109305,13113440,13113471,13113494,13113516,13113534,13113563,13113589,13113601,13113623,13113640,13113658,13117141,13117163,sum
0,661,2174,1367,2484,1016,2378,2032,951,1818,980,721,960,1104,594,1128,951,1392,901,1925,1660,1053,1226,653,5468,475,1382,2157,2302,1146,2404,1001,2414,1952,3205,1918,1343,974,1098,1142,1555,1952,622,314,3976,837,955,1307,315,635,3057,76035
1,60,221,133,320,97,296,211,90,93,61,67,123,119,54,138,188,256,116,565,330,173,203,94,2026,84,282,349,408,177,690,134,445,385,596,262,267,142,84,71,83,148,39,13,590,153,105,119,17,83,524,12284
2,18,79,43,121,37,111,83,22,20,11,26,50,35,15,44,93,133,55,325,125,88,110,40,1289,48,118,192,213,84,346,51,169,255,280,125,204,70,28,36,26,63,7,8,446,76,49,43,15,30,367,6322
3,8,51,22,88,17,70,28,12,8,10,13,34,22,14,32,57,38,25,280,74,46,66,20,613,19,73,96,110,30,166,18,111,178,167,69,240,46,21,11,13,45,8,9,314,25,34,33,14,25,252,3775
4,3,22,11,93,10,32,28,5,7,6,5,14,16,5,13,26,31,18,238,29,29,47,10,311,10,39,55,74,20,78,9,91,148,152,42,177,24,16,14,9,30,3,2,212,26,15,12,13,24,184,2488
5,7,13,7,70,5,16,14,3,6,3,2,17,7,6,7,21,6,1,649,20,19,28,9,210,4,41,49,63,18,54,7,52,127,75,23,153,13,10,11,6,35,4,2,120,9,13,12,8,21,137,2213
6,4,8,4,37,12,11,7,9,6,5,5,7,6,4,2,13,6,4,512,9,6,20,6,91,3,8,33,47,9,30,2,31,96,40,20,89,10,8,5,4,15,4,3,98,7,7,5,3,10,70,1451
7,6,6,6,25,3,4,8,1,1,1,4,5,3,3,3,8,2,3,597,4,5,10,1,55,3,9,18,16,9,16,1,7,19,33,10,41,7,5,3,2,15,2,0,57,9,1,5,8,5,30,1095
8,2,8,3,20,3,7,6,3,3,2,3,7,3,4,2,4,3,2,604,2,5,7,4,29,2,3,9,12,4,16,4,13,6,14,7,42,3,2,3,1,17,1,2,32,4,2,5,2,5,20,967
9,1,0,1,11,1,6,7,1,2,1,1,2,1,2,2,6,4,2,443,3,1,12,0,19,2,7,10,5,4,13,2,12,9,18,6,233,4,2,2,3,13,1,3,16,2,3,3,6,4,18,930
10,2,1,2,8,1,6,1,2,3,2,1,1,1,2,2,0,1,3,387,6,2,4,3,23,1,6,6,9,3,8,3,11,6,10,3,322,4,4,5,2,7,6,1,21,6,5,1,1,5,13,933
11,2,1,1,10,1,4,1,3,1,0,2,2,3,3,4,2,2,0,488,3,1,4,1,23,1,5,3,4,3,11,3,12,5,9,2,583,4,2,4,1,7,1,1,21,4,3,7,2,3,19,1282
12,2,1,4,10,6,4,7,2,5,2,2,4,3,2,1,3,6,2,65,2,4,4,3,28,3,17,12,8,6,12,3,20,8,17,8,64,7,1,2,1,5,1,2,16,5,2,4,2,4,15,417
13,3,7,0,13,3,7,12,3,6,3,3,5,0,2,1,6,1,2,52,5,6,4,3,30,2,10,9,12,5,13,3,13,14,17,11,34,9,1,2,1,7,2,1,9,2,5,3,4,6,24,396
14,2,3,1,19,5,7,4,2,8,2,1,6,1,3,2,5,3,2,66,6,2,5,3,28,3,15,11,7,5,7,3,14,20,20,8,42,8,4,1,1,6,4,2,18,8,5,3,3,9,23,436
15,2,4,4,13,2,5,6,3,14,3,2,7,2,3,6,7,4,2,42,4,4,6,2,17,1,16,20,10,8,7,2,9,11,27,8,20,4,3,2,3,3,1,2,12,3,0,4,1,6,14,361
16,2,3,0,28,2,3,7,3,3,4,3,13,1,2,2,11,2,3,53,3,5,7,6,16,2,12,15,12,4,6,1,1,13,17,6,31,2,2,4,1,3,3,0,10,1,1,3,1,16,17,366
17,2,3,2,30,1,2,3,3,4,2,3,5,1,2,2,9,4,1,39,3,3,9,2,13,1,13,18,5,3,7,1,5,3,3,2,18,2,4,1,3,1,1,2,9,2,2,2,2,5,4,267
18,1,2,2,25,2,2,9,1,4,0,2,7,1,3,1,5,2,1,51,4,3,7,0,14,1,8,10,5,4,5,2,1,5,9,6,29,2,2,1,2,6,3,2,13,5,3,2,1,8,6,290
19,3,4,2,9,2,3,15,3,6,4,2,9,3,2,1,2,2,3,42,2,2,3,3,13,1,6,17,11,2,4,3,6,4,7,7,19,2,2,1,1,1,1,1,6,2,1,1,1,6,5,258
20,4,4,3,14,3,5,10,1,0,0,2,8,3,5,4,8,2,1,14,2,2,2,0,11,1,1,9,2,1,5,1,3,4,5,4,8,1,1,1,1,0,2,1,4,2,4,2,1,9,6,187
21,1,2,4,7,0,2,4,3,1,1,1,6,1,2,1,4,1,3,14,2,1,6,2,8,1,6,6,2,3,6,4,6,2,2,2,9,2,2,3,1,2,1,2,3,1,2,2,2,4,5,158
22,1,1,1,3,1,1,3,1,3,3,2,10,1,2,4,8,3,1,19,11,2,2,4,7,2,3,6,6,3,4,1,4,6,4,3,4,2,1,1,1,5,3,3,2,1,3,1,0,3,5,171
23,1,2,3,9,2,2,6,2,3,2,1,8,2,4,1,1,1,3,16,2,1,2,1,4,2,4,14,6,2,2,1,3,4,3,1,6,1,1,2,1,3,1,0,6,1,2,2,3,2,5,157
