,post_time,id,post_view,post_reply,post_symph,post_title
23,2019-01-27 05:26:11,13100189,36036,184,11, 야동 이제 무조건 구속 중범죄로 다스린다네요 
23,2019-01-27 05:31:06,13100191,1864,4,0, 소너스 파베르 SF16 무선 스피커 
23,2019-01-27 05:46:20,13100196,5850,2,0, 델 21인치 모니터 9만3천원에 겟또 
23,2019-01-27 05:54:24,13100198,4305,6,3," 유정호님 2년 구형에, 그 분을 돕겠다고 나서는 변호사분들도 있네요 "
23,2019-01-28 05:05:30,13103170,817,2,0, 적폐청산이라는데 한가지 되새김질해볼 게 있습니다 
23,2019-01-28 05:20:29,13103174,2291,7,1, 그랩이 신용카드 안 받네요..? ㅠㅠ 
23,2019-01-28 05:25:05,13103178,10918,6,0, 단풍국 코스트코인데 직원이 한국인인듯? ㄷ ㄷ ㄷ 
23,2019-01-28 05:34:58,13103179,1848,5,0, 대중탕 많이 가시나요 
23,2019-01-28 05:40:12,13103181,2025,6,0, 이문세는 약간 외국인 같아보이지 않나요? 
23,2019-01-28 05:46:48,13103182,7918,14,0, 오늘 뭐 발표되나봅니다. 
23,2019-01-28 05:49:48,13103183,3827,9,0, 미국이랑 캐나다랑 팁 문화가 많이 다르더군요 
23,2019-01-28 05:57:59,13103186,2008,4,0," '프란치스코 교황, 11월 일본 방문…히로시마 등 피폭지 찾을듯' "
23,2019-01-29 05:05:26,13106983,2209,4,0, 시계를 봤는데 다섯시 삼분이네요 재수없개 
23,2019-01-29 05:16:47,13106989,2806,17,1, 이번엔 시티팝 이다~ ^.^ 
23,2019-01-29 05:26:00,13106990,3076,9,1, 갤S10+와 아이폰Xs맥스 베젤 생각했던거 하고 좀 다르네요 
23,2019-01-29 05:33:57,13106993,1766,1,1, 5:30 
23,2019-01-29 05:39:29,13106996,4673,12,0, (수정)넷플릭스 화질이 왜 이런가요. 
23,2019-01-29 05:56:35,13107003,4051,12,0, 연말정산 크으... 
23,2019-01-30 05:04:35,13110580,1302,3,1, fast측정 업로드속도가 비약적으로 높네요 
23,2019-01-30 05:09:53,13110581,2442,6,1, 아까 너무 춥다고 한거 취소할게욤.. 
23,2019-01-30 05:19:50,13110585,1361,1,0, 희안하게 같은날 firefox 하고 chrome 모두 새버전이 올라왔네요 
23,2019-01-30 05:24:23,13110586,787,3,1, 오늘은 뭐하지 ㅠㅠ 
23,2019-01-30 05:41:31,13110592,2024,5,0, 넷플릭스 얼터드 카본을 몰아보면서 문득 이런 생각이 들더군요. 
23,2019-01-30 05:45:00,13110594,2790,6,0, 스위스에서 해봤습니다 fast.com 
23,2019-01-31 05:02:19,13114989,3002,5,0, 레이져 감성 게임패드. 
23,2019-01-31 05:10:43,13114992,2245,4,0, 와... 이번 도쿄 일정은 정말 죽을 맛이네요. 
23,2019-01-31 05:35:10,13114995,1948,5,0, 양아치 
23,2019-01-31 05:41:44,13114998,1496,7,0, 어제보다 날이 그래도 풀린 것 같네요. 
23,2019-01-31 05:42:52,13114999,4985,29,0, 현직 미국 위스콘신입니다 
23,2019-01-31 05:55:35,13115004,6758,26,10, kbs mbc 보도...진짜 할말을 잃었네요... 
23,2019-01-31 05:59:11,13115007,2316,26,0, 택시기사 질문 받아요 짤은 월요일부터 현재까지 매출 내역 
23,2019-02-01 05:16:09,13118500,3097,34,0, 혹시 유럽에서 도난사고 당해본 분 계신가요? 
23,2019-02-01 05:21:52,13118503,2311,8,0, 양파즙을 하루에 세개씩 먹으려고 했는데요 
23,2019-02-01 05:25:36,13118504,3616,11,0, 메가박카스콤보...라고 ㅋㅋㅋㅋ 
23,2019-01-24 06:17:04,13087807,2316,4,6, 야호 양승태 구속~ 
23,2019-01-24 06:20:37,13087810,1995,13,0," 역시 지샥은 그나저나 게으름뱅이로 안 살으라 해줍니다, "
23,2019-01-24 06:35:50,13087812,2908,5,1, 커피.jpg 좋아하세요? 
23,2019-01-24 06:41:57,13087816,2727,9,1, 어제자 골목식당을 보면서 
23,2019-01-24 06:46:44,13087821,7106,7,35, 목포mbc 한건 했네요. 
23,2019-01-24 06:49:27,13087823,1886,7,6, 이 와중에 연합뉴스 
23,2019-01-24 06:55:34,13087828,2894,4,0, 헐.... 양승태 구속이라니.... 
23,2019-01-25 06:11:06,13092312,6389,12,0, 양꼬치.jpg 좋아하세요? 
23,2019-01-25 06:13:12,13092313,2549,3,0, 바하2 괜히 스팀으로 샀나 싶네요. 
23,2019-01-25 06:30:02,13092316,3897,7,2, 넷플릭스 '오티스의 비밀 상담소' 좋네요. 
23,2019-01-25 06:41:20,13092319,5532,8,10, 고양이와 첫 밤이 지났어요 
23,2019-01-25 06:51:02,13092323,7619,18,4," 작가 김수현, 전두환·이순자 '찬양' 파문 "
23,2019-01-25 06:55:44,13092326,3774,1,0, 토트넘 졌네요. 
23,2019-01-26 06:33:53,13096948,14883,2,0, 홍삼이 성기에 매우 좋은 이유 .jpg 
23,2019-01-26 06:55:56,13096959,1315,1,0, 밤샛네요. -_-; 
23,2019-01-27 06:03:38,13100199,2939,3,0, (덕주의) 마조히즘이란 말이죠 
23,2019-01-27 06:13:10,13100201,2883,4,2, 드라마 킹덤 이거 전정권 얘기 아닌가요? 
23,2019-01-27 06:27:14,13100205,2331,8,1, (노스포) 넷플릭스 킹덤 괜찮네요 
23,2019-01-27 06:32:04,13100206,3867,3,0, 넷플릭스 킹덤 한글 자막 켜고 봤습니다. 
23,2019-01-27 06:40:05,13100208,3965,2,1, 사무실 숙소에서 또하나 찾아냈습니다. 그리고 제니퍼 로페즈 
23,2019-01-27 06:53:34,13100211,4549,7,0," 스카이캐슬 혜나, 예서 배우 나이가 다들 꽤 많네요 "
23,2019-01-28 06:02:28,13103187,10239,11,1, 10평 원룸.jpg 
23,2019-01-28 06:08:59,13103190,8597,10,1, 귀귀-비빔밥.jpg 
23,2019-01-28 06:21:49,13103192,5352,11,2, 현금호송 5일차 근무... 
23,2019-01-28 06:26:17,13103197,6750,1,0, 동탄서 남녀 흉기 찔려 1명 사망…용의자 추적 
23,2019-01-28 06:35:57,13103201,1772,3,0, 안드로이드 Q 어플 업데이트 롤백 지원 
23,2019-01-28 06:47:09,13103203,2239,4,0, 오피스텔 관리주체 문제 
23,2019-01-28 06:50:43,13103204,2873,2,1, 아침부터 웃기는 댓글을 봤습니다. 
23,2019-01-28 06:54:45,13103205,3651,9,0, 식당에서의 팁 문화 ... 
23,2019-01-29 06:02:41,13107005,17713,58,97, 피자배달알바 이야기 
23,2019-01-29 06:16:46,13107008,62327,102,80, 빅뱅 승리 클럽에서 벌어진 집단폭행 MBC 단독보도.gif 
23,2019-01-29 06:29:13,13107010,2860,11,0, 해외여행 관련 커뮤니티를 보다보면 한국음식점 불만은 꼭 나오네요 
23,2019-01-29 06:44:05,13107016,28931,71,80, 번아웃 된것 같은데 미치겠네요 
23,2019-01-29 06:55:01,13107018,11366,3,2, 인도 정치 현황.jpg 
23,2019-01-30 06:05:53,13110597,25329,41,174, 와... 한국일보 개 쓰레기들... 
23,2019-01-30 06:13:15,13110598,5519,3,0, 러시아산을 원합니다. ㅠㅠ 
23,2019-01-30 06:21:30,13110602,2731,3,0, fast아무리 무선이라지만.... 
23,2019-01-30 06:24:29,13110603,4194,11,0, 하아...돈이 솔솔 빠집니다 
23,2019-01-30 06:31:20,13110604,1092,9,0, 물론 일부가 전체를 대변할 수는 없지만 
23,2019-01-30 06:37:24,13110607,4523,21,1, 마지막 플스 도전하러 목동 현대백화점 왔습니다. 
23,2019-01-30 06:40:40,13110609,1654,0,0, 저도 네덜란드에서 fast.com해보았습니다. 
23,2019-01-30 06:43:37,13110613,2834,10,0, 밤을 꼴딱 새고 이직 면접에 갑니다ㅜㅜ 
23,2019-01-30 06:53:28,13110615,2527,11,0, 뒤늦게 오늘 플스가 재입고 된다는걸 알아서... 
23,2019-01-31 06:06:31,13115008,2772,6,10," 김경수지사 소식에 문득 한나라, 새누리, 자한당 댓글부대는 어찌되는건지 궁금하네요 "
23,2019-01-31 06:15:48,13115012,1049,1,0, 에어프라이어 as 때문에 반품택배 보냈는데 
23,2019-01-31 06:21:23,13115014,1816,2,0, 구글플레이 데드풀2 세일합니다! 
23,2019-01-31 06:23:50,13115016,3527,8,0, 김경수 구속됐다고 분통터지지 맙시다. 
23,2019-01-31 06:27:35,13115017,6084,15,2, (혐) 유튜브에 이상한 한국어 문법으로 쓰여진 .. 
23,2019-01-31 06:36:38,13115020,2769,8,0, 손흥민 골!!! 
23,2019-01-31 06:45:08,13115027,933,2,0, 요렌테!!! 대니 로즈! 
23,2019-01-24 07:00:46,13087833,5038,5,1, 역시나 되팔렘들은 등장하는군요;;; 
23,2019-01-24 07:10:35,13087842,875,0,0, 양승태 구속됬나보네요? 
23,2019-01-24 07:16:54,13087849,1643,20,0, 알리에서 구매한 외장케이스 불량...ㅠ 
23,2019-01-24 07:20:57,13087855,1334,0,0, 국밥 성애자이지만..백반이 땡깁니다.. 
23,2019-01-24 07:22:11,13087856,5930,6,4," ""목포는 호구?""…목포시민들 한국당에 '부글부글' "
23,2019-01-24 07:31:59,13087861,2254,4,0, 스와치 오토매틱 크로노 입니다 
23,2019-01-24 07:36:41,13087867,2396,2,0, 플스 슬림 구매성공했는데.. 그냥 취소해야겠습니다. 
23,2019-01-24 07:42:02,13087881,2468,5,5, 그러고 보니 이명박도 강유미 취재 대상이었군요. 
23,2019-01-24 07:47:23,13087888,2313,10,0, 쿠팡이 잘되었으면 좋겠습니다 
23,2019-01-24 07:52:16,13087895,2736,7,0, 몽블랑 스왓은 중국산일까요? 
23,2019-01-24 07:55:28,13087898,32444,84,141, jtbc의 기계적 중립.jpg 
23,2019-01-25 07:10:36,13092333,4609,2,0, 인터파크에서 플스 샀는데 
23,2019-01-25 07:18:44,13092335,7172,11,9, 비뇨기과 전문의가 알려주는 소변 잘 싸는 자세.jpg 
23,2019-01-25 07:31:51,13092341,3815,15,0, PS4PRO + 듀얼쇼크추가로 41만이면 나쁘진 않겠죠? 
23,2019-01-25 07:38:21,13092347,4154,8,0, 현금호송 4일차 
23,2019-01-25 07:52:05,13092363,6952,8,0, 신임소대장과 분대장이 싸웠을때.jpg 
23,2019-01-26 07:05:12,13096961,5529,6,1," 움짤) FA컵) 아스날 V 맨유, 골 장면.gif "
23,2019-01-26 07:11:15,13096968,8216,10,0, 성스러운.jpg 
23,2019-01-26 07:24:55,13096975,1631,3,0, 국대 축구가 승부를 떠나서 재미가 없었어요. ㅠㅠ 
23,2019-01-26 07:34:11,13096976,3910,3,0, 냥스러움.jpg 
23,2019-01-26 07:46:40,13096985,1866,7,0, 하아... 새벽에 게임 카톡.. 
23,2019-01-26 07:55:37,13096992,1511,5,0, [밀리] 밀덕 아재는 어쩔 수 없네요. 
23,2019-01-27 07:05:58,13100216,12663,128,30, 9급 공무원 고졸채용 2배로... 재직중 진학땐 등록금 전액지원 
23,2019-01-27 07:14:14,13100218,2060,14,0, (킹덤) 과연 누가 나쁜 놈인가? '조학주' 를 위한 변명 (약스포) 
23,2019-01-27 07:25:30,13100223,1322,5,0, 논란이 되는 대부분의 문제는 기회의 불평등인듯 합니다 
23,2019-01-27 07:36:03,13100226,3030,15,0, 스스로에게 아이패드 가격이 용납이 안됨 ㅠㅠ 
23,2019-01-27 07:47:11,13100232,1598,1,4, 너무 오래 단식했더니 배가 많이 고프네요 
23,2019-01-27 07:54:57,13100238,4082,7,1, 접는 스마트폰 
23,2019-01-28 07:06:43,13103209,22170,38,198, 근데 SBS는 정말 사과방송 안할려나봐요.. 
23,2019-01-28 07:10:27,13103212,3159,4,0, 한달전의 저에게 싸다구를 날려주고 싶네요 
23,2019-01-28 07:16:23,13103216,1342,6,6, 사람은 아파야 평소 건강할때 고마움을 느끼나 봅니다. 
23,2019-01-28 07:17:23,13103217,2283,6,0, 팁문화... 그리고 한국사람 여행지... 
23,2019-01-28 07:24:10,13103223,2131,1,0, 씻다가 갑자기 생각난건데 스카이캐슬 혜나는 약 부작용 때문에 그렇게 된게 아닌가 생각을 했습니다. 
23,2019-01-28 07:32:02,13103226,2593,16,0, 노로바이러스 한번 걸리고 굴 소라는 손도 못대겠어요 
23,2019-01-28 07:36:58,13103231,5764,88,10, 경차 타다보니 차에 대한 욕심이 안생겨요 
23,2019-01-28 07:40:40,13103237,4224,11,1, 주유소 자동세차장에서 가끔 팁주는데요 
23,2019-01-28 07:46:02,13103242,1098,9,5, 아침부터 정춘숙 의원 봤습니다 
23,2019-01-28 07:50:11,13103246,949,3,0, 기어s3 업데이트 하고 나니 배터리 타임이 늘어난 거 같아요 
23,2019-01-28 07:56:42,13103251,4366,13,0, 미국에서도 팁 없애자는 운동이 있는 것 같아요 
23,2019-01-29 07:02:09,13107023,10867,5,1, 홍콩 유학생 ㅗㅜㅑ... 
23,2019-01-29 07:14:50,13107025,1136,2,1, 하던일이 안풀릴땐 몸이 많이 아프더니 잘풀리니 몸상태가 좋아지네요 
23,2019-01-29 07:24:34,13107031,2938,16,0, 한 시간만 더 일찍 잘 걸.. 
23,2019-01-29 07:36:24,13107043,2829,13,0, 현금호송 6일차 출근합니다. 
23,2019-01-29 07:45:09,13107049,2065,9,0, 소주한병에도 몸이 축 처지네요.. 
23,2019-01-29 07:52:48,13107056,901,1,0, [유튜브] 아침부터 엄청 빠른고 에너제틱한 음악으로 시작하세요. 
23,2019-01-30 07:00:37,13110620,1929,2,0, fast.com 맥시코에서 해봤습니다 
23,2019-01-30 07:07:06,13110625,19406,52,295, 5일차) 나경원 의원님 내년 설은 쉬실 수 있게 해드릴게요 
23,2019-01-30 07:10:24,13110630,1445,7,0, fast.com 글들 보니.. 
23,2019-01-30 07:16:53,13110634,2776,17,0, 잦은 이직에 대한 인식이 국내/해외 다른가봐요 
23,2019-01-30 07:21:02,13110639,2631,3,0, PUBG를 이제야 해봅니다 
23,2019-01-24 08:01:15,13087904,3468,18,0," 출근중에 , 플스 구매줄이 길다는 소식을 듣고 "
23,2019-01-24 08:04:33,13087906,1696,7,0, 그림 구경 오세요 .. 좋은 사이트 발견 .. 
23,2019-01-24 08:12:13,13087920,1268,7,0, 제가 프로그래머라면. 기레기필터를 만들고 싶은데 
23,2019-01-24 08:16:02,13087930,1597,6,0, 와~쿠팡 새벽배송이 왔어요. 
23,2019-01-24 08:21:44,13087942,973,8,0, 도량형이 참 바꾸기 어려운것 같네요. 
23,2019-01-24 08:26:28,13087954,3920,53,0, 프로그래머는 자기가 원하는거 뚝딱 만들어 쓰시나요? 
23,2019-01-24 08:35:14,13087973,6431,17,0, 횡단보도 빌런.gif 
23,2019-01-24 08:42:04,13087987,639,15,68, 릴레이533일)장충기 삼성공화국과 적폐청산 그날까지!!! 
23,2019-01-24 08:47:15,13088004,403,1,1, 아이즈원 기프트카드 벌써 받으신분이 있나봐요 
23,2019-01-24 08:51:51,13088017,6890,23,2, [혐] 팔도의 딸 
23,2019-01-24 08:57:01,13088031,5307,26,0, 세상에서 가장 검은 물질.. 
23,2019-01-25 08:11:15,13092387,4785,6,0, 지금 만약 통속의 뇌 상태라면.jpg 
23,2019-01-25 08:21:25,13092400,1117,26,3," 다음 달, 23일 첫 아기가 태어나네요 ㅎㅎ "
23,2019-01-25 08:32:06,13092422,2867,9,0, 오뚜기 떡라면 
23,2019-01-25 08:40:41,13092448,2345,23,12, 김어준 총수님이 실수하면 까실거냐구요? 
23,2019-01-25 08:52:07,13092471,1979,11,0, 저희집 강아지가 하는일... 
23,2019-01-26 08:05:33,13097001,1824,11,0, 노트북 메모리 8기가 16기가 실사용 차이 날까요? 
23,2019-01-26 08:15:36,13097008,4069,12,5, '외유 추태'에 56억 소송…변호사 비용도 군민 혈세로? 
23,2019-01-26 08:26:10,13097018,3038,14,0, 플스4 사려다가.. 타이틀가격보고 
23,2019-01-26 08:35:07,13097030,1693,18,0, 현직 시애틀 Museum of flight (ㅎㅎ) 기념품샵입니다... 
23,2019-01-26 08:46:54,13097041,332,0,0, 으아 빨리 퇴원하고 싶습니다 
23,2019-01-26 08:56:06,13097056,385,0,0, 영화보러 왔는데 아시안컵 광고하네요 
23,2019-01-27 08:03:48,13100246,1974,2,0, 페이스북·SKB 망사용료 계약…구글·넷플릭스도 영향받나. GISA 
23,2019-01-27 08:15:57,13100253,10065,6,0, 출소한 좀비들.gif 
23,2019-01-27 08:24:37,13100259,4477,9,0, 보면 뜨악함 무조건 뜨악함 
23,2019-01-27 08:45:53,13100278,2069,9,0, 아이패드 12.9를 반으로... 
23,2019-01-27 08:56:54,13100292,2790,12,0, 극한직업 땜에 최근에 가장 많이 웃엇습니다 
23,2019-01-28 08:01:54,13103258,2235,12,0, 어제자 클리앙순위 
23,2019-01-28 08:05:52,13103264,2549,23,0, 캐나다 팁 
23,2019-01-28 08:16:55,13103281,3182,23,11, 팁은 서양의 임금처계가 병맛이라는걸 인증하는거 아닌가요? 
23,2019-01-28 08:21:55,13103289,5914,5,2, 플스 대란을 맞이하는 자세 
23,2019-01-28 08:26:57,13103296,2074,16,0, “해외에 없는 이런 법”이 우리나라에만 있으면 좋겠군요 
23,2019-01-28 08:31:23,13103312,983,2,0, 넷플 kt 기가 속도.... 
23,2019-01-28 08:36:10,13103318,4535,10,1, 친구님이 캐나다 생활 8년만에 시민권을 받았다네요. 
23,2019-01-28 08:42:22,13103327,2954,27,1," 알바학생.. 근무 20일여일만에 지각 2회, 당일 출근 못한다고 통보 1회 "
23,2019-01-28 08:47:04,13103342,5094,6,6," Sbs, '다팠어요!!!' 이제 어쩌지?? "
23,2019-01-28 08:52:00,13103357,613,6,0, 경기도 양평에는 밤사이 눈이 조금 내렸습니다. 
23,2019-01-28 08:55:47,13103368,2501,26,0, 팁은 정말 노답이에요... 
23,2019-01-29 08:05:47,13107069,12492,14,1, 민경이의 부탁 카톡.jpg 
23,2019-01-29 08:15:44,13107077,5526,25,3, 업무량이 많은 제게 마누라가 매크로를 만들어주었습니다 ㅠ 
23,2019-01-29 08:25:37,13107094,2136,10,0, 건너편 Credit Suisse는 밤새 불 켜져 있군요.. 
23,2019-01-29 08:36:49,13107107,1223,4,3, 아재의 뮤직비디오 ㄷ ㄷ ㄷ 
23,2019-01-29 08:47:18,13107124,2062,4,0, 케이스 하나 산거 이건 정말 무겁네요 
23,2019-01-29 08:57:17,13107148,2606,32,1, 부동산은 더 때려야합니다 
23,2019-01-30 08:01:40,13110679,1102,8,0, 청하 노래 넘 좋아요.utube 
23,2019-01-30 08:06:29,13110682,1724,3,0, 넷플릭스 깍두기 현상에 불만 있으신 분들 모니터 채도를 낮추시길 바랍니다. 
23,2019-01-30 08:10:26,13110693,811,6,2," GS25 나만의 냉장고, 버터갈릭 팝콘 나눔합니다 "
23,2019-01-30 08:16:16,13110697,3901,22,0, 삼성은 탭s4에 무슨짓은 한건지 
23,2019-01-30 08:20:29,13110699,2082,8,0, 1일 1쿠팡 중인데 걱정되네요. ㅠㅠ 
23,2019-01-30 08:26:30,13110710,5499,34,29, 금일 노가다인 구직어려움 
23,2019-01-24 09:02:09,13088044,884,10,0, 아이폰7 마이크 짜증나네요;;; 
23,2019-01-24 09:11:53,13088068,2594,10,0, 성실히 오전업무 수행중..jpg 
23,2019-01-24 09:16:42,13088089,2788,11,0, 플스4 죽전 이마트.. 
23,2019-01-24 09:21:58,13088110,2465,15,6, 그래도 윾튜브가 불쌍하다고 생각하는게 
23,2019-01-24 09:26:43,13088128,1576,13,1, 쿵쾅시대 댓글.. 
23,2019-01-24 09:31:25,13088150,3294,0,0, PS4 할인관련 속보라네요. 
23,2019-01-24 09:37:29,13088175,332,0,0, 치과에서 항생제. 소염제 약처방 받았어요 
23,2019-01-24 09:47:17,13088226,3628,6,0, 객기의 최후.gif 
23,2019-01-24 09:52:15,13088254,2321,11,0, “기부왕이 아니라 사기왕”…‘한국의 워런 버핏’ 박철상의 몰락 풀스토리 
23,2019-01-24 09:57:14,13088271,1663,10,0, 분명 플스4를 이렇게 할인해서 푸는건 
23,2019-01-25 09:02:05,13092498,1909,16,17," 손석희의 기계적 중립, 페미선호 사상(?)에 질려서 안보는 입장에서... "
23,2019-01-25 09:12:03,13092531,2865,12,5, 어제 뒷문 승차하는 얌체족 길막했더니... 
23,2019-01-25 09:20:56,13092557,22791,44,175, 박진성 시인 근황 
23,2019-01-25 09:32:09,13092600,2541,27,1, 성남시 아동수당 12만원 지급 
23,2019-01-25 09:42:18,13092634,219,0,1, 이제 알겠습니다. 
23,2019-01-25 09:52:11,13092683,3648,8,0, 2020 벤츠 E클래스 페이스리프트 위장막.jpg 
23,2019-01-26 09:07:12,13097083,1922,9,2, 저밑에 결혼하신다는 분 
23,2019-01-26 09:15:37,13097106,2628,7,1, 동생놈 명복 빌어주신 분들 감사합니다 
23,2019-01-26 09:25:29,13097128,4113,7,0, 쿠팡은 진심 대단하네요. 
23,2019-01-26 09:37:04,13097156,1802,2,1, 저 밑에 결혼하신다는분... 
23,2019-01-26 09:47:26,13097184,1546,6,0, 사실 제가 축구 국대라도 시합에 집중하기 어려웠을 것 같아요. 
23,2019-01-26 09:57:20,13097205,4742,5,1, 노르웨이 풍경.jpg 
23,2019-01-27 09:06:19,13100310,5486,18,1, 원룸은 옆집을 잘 만나야겠네요 
23,2019-01-27 09:16:57,13100326,2018,6,0," 일본, 인플루엔자 비상..괴성 등 아동 '이상행동' 주의 "
23,2019-01-27 09:27:14,13100342,2149,1,0, 세리야!! 
23,2019-01-27 09:36:12,13100376,3826,7,0, [스포무] 킹덤.. 실제 창덕궁에서 촬영한 모양이네요? 
23,2019-01-27 09:46:43,13100389,7104,14,0, 박지성 남아공 월드컵.GIF 
23,2019-01-27 09:56:59,13100417,872,3,1, 개인적으로 조선의 문제는... 
23,2019-01-28 09:02:02,13103385,12057,30,1, 백두산 천지 실제 크기.gif 
23,2019-01-28 09:11:28,13103407,4800,2,0, 담배피면서 스위치하기.jpg 
23,2019-01-28 09:17:14,13103428,400,14,1, 욥! 생일자 입니다. 
23,2019-01-28 09:21:14,13103441,5287,51,0, 미국의 팁문화 꿀팁 
23,2019-01-28 09:26:11,13103449,1339,4,0, 11일에 샀던 인텔 SSD 오늘 오겠네요 
23,2019-01-28 09:32:15,13103466,2476,11,0, 3조원 쓸어담은 외국인.. 美中日보다 뜨거운 '1월 코스피' 
23,2019-01-28 09:36:32,13103477,4310,27,0, 그랜드케년 사고 찬반토론 근황 
23,2019-01-28 09:42:08,13103491,828,7,0, 노스포) 킹덤 아직 1화 다 못봤지만... 딕션보다는 
23,2019-01-28 09:46:39,13103510,1859,8,0, 플스 이마트에서 오늘 풀리는 거 맞나요? 
23,2019-01-28 09:51:02,13103527,4317,4,1, 스카이 캐슬 무서운 사실 
23,2019-01-28 09:56:18,13103547,2984,30,0, 펀드 눈물나네요 ㅠㅠ 
23,2019-01-29 09:06:14,13107171,1186,7,11, [도서] 2019년을 시작하는 독서 목록 
23,2019-01-29 09:15:03,13107201,2149,5,0, 카카오뱅크 세이프 박스 쓰다가....정기예금으로 돌렸는데....이자쌓이는 이미지가.. 
23,2019-01-29 09:26:57,13107240,853,2,0, 펜 있는 태블릿....활용도가 떨어지는 듯 해서 ...영어공부하는데 쓰기로 했습니다. 
23,2019-01-29 09:36:56,13107275,1241,3,0, 버즈 오브 프레이에 나올 할리퀸.. 
23,2019-01-29 09:47:26,13107313,1427,2,0, 애플워치 에르메스 페이스 한번 해봤습니다.. 
23,2019-01-30 09:00:01,13110783,979,9,0, 다들 인터넷 속도 올리시길래 ... 저도 FAST.COM 
23,2019-01-30 09:05:44,13110796,1220,9,0, 아이패드프로 12.9 보다가 갤럭시탭S4 실제 동영상 화면크기를 보니.. 
23,2019-01-30 09:12:01,13110811,686,9,71, 릴레이539일)장충기 삼성공화국과 적폐청산 그날까지!!! 
23,2019-01-30 09:16:58,13110835,1584,5,4, (그림) 주말 삼청동 
23,2019-01-30 09:22:22,13110861,656,0,0, 새만금 공항건 보다보니 미군 시설 여기저기 많군요 
23,2019-01-30 09:26:40,13110876,1495,14,0, 평화나라는 업자나라군요?! 
23,2019-01-24 10:01:58,13088304,959,20,0," 아이폰 6부터 XS MAX 시리즈까지의 'ㅣ,ㅔ' 키보드 씹힘 현상 관련 푸념 "
23,2019-01-24 10:12:10,13088348,525,1,0, 3알시스 전면 메쉬 케이스 새로 나왔네요 
23,2019-01-24 10:16:57,13088373,880,0,0, 부럽습니다 플스사신분들.. 
23,2019-01-24 10:22:03,13088403,323,1,0, 모공 보고있으니 이미 플스있는데도 구매욕구가 생길라하네요. 
23,2019-01-24 10:26:35,13088423,1049,10,0, 첫 플스4 구입자 분들 PSN 플러스 가입하시고 디비전 받으세요. 
23,2019-01-24 10:37:24,13088479,770,6,0, 허락보단 용서가 빠르다더니;;; 
23,2019-01-24 10:47:17,13088541,788,8,1, 플스못산 유분데요.. 
23,2019-01-24 10:51:57,13088572,1055,11,1, 전 플스대란때 쌀20kg를 샀습니다.(SKT 홈플20% 쿠폰) 
23,2019-01-24 10:56:48,13088595,2780,30,0, 자동차 바퀴에 점좀 안찍었으면.. 
23,2019-01-25 10:12:03,13092774,2880,10,1, 렌털업계 '커진 LG 존재감'..'고맙지만 얄미워' 왜? 
23,2019-01-25 10:22:28,13092817,4199,16,1, JYP한테 면접보기.jpg 
23,2019-01-25 10:32:17,13092860,2048,4,1, 미국밥차 
23,2019-01-25 10:42:11,13092904,229,2,2, [나눔] KT 데이터 100mb * 5 
23,2019-01-25 10:51:51,13092952,1129,15,3, 이젠 손혜원에서 손석희인가? 
23,2019-01-26 10:06:03,13097229,542,10,0, 소름돋거나 음산한 음악? 
23,2019-01-26 10:16:08,13097262,789,1,0, 말로만 듣던 기레기 기사 
23,2019-01-26 10:26:51,13097293,3435,30,3, 日방위성 간부 '캘리포니아로 열도 옮기고 싶다' 
23,2019-01-26 10:37:06,13097326,1493,21,0, 작다. 크다. 이 표현이 상대적 개념인가요? 
23,2019-01-26 10:47:23,13097348,745,5,0, 프포 타이틀 일단 싼거부터 사야겠어요 ㄷㄷ 
23,2019-01-26 10:57:13,13097371,2214,13,4, 스압)포켓몬스터 로켓단 로사의 이야기.jpg 
23,2019-01-27 10:06:19,13100438,15653,6,3, 약후) 손님 줄서게 만드는 꼬치녀.gif 
23,2019-01-27 10:15:07,13100456,2730,5,0, 1박2일 재방 보는데.....출연자가....핸펀으로 찍은 화면도 차이가 안나네요? 
23,2019-01-27 10:27:16,13100476,2636,6,1, 10년전 메이플계정에서 까먹은 메소찾음.jpg 
23,2019-01-27 10:37:00,13100496,5938,7,0, 좋아하는 아이유 짤2.gif 
23,2019-01-27 10:45:49,13100515,2055,6,0, 킹덤 극본 무엇? 
23,2019-01-27 10:55:39,13100543,1076,13,0, [약약스포?] 뮤지컬 라이온킹 내한공연 중 누락된 곡이 있는 것 같아요... 
23,2019-01-28 10:01:59,13103571,1592,4,1," 윾튜브는 카광, 손사장덕분에 복귀하기 쉽겠네요 "
23,2019-01-28 10:06:58,13103589,729,6,0," 아이패드프로 1,2세대용 스마트키보드와 3세대용 장단점 "
23,2019-01-28 10:11:02,13103596,1537,5,6, 한편의 코메디.... 자유한국당 국회 집회 .avi 
23,2019-01-28 10:17:30,13103622,1672,17,0, 요새 공무원은 담당자가 바뀌면 전화번호가 바뀌네요. 
23,2019-01-28 10:21:55,13103636,6058,12,2, 이지훈의 피부관리 비결.jpg 
23,2019-01-28 10:26:20,13103657,1599,2,0, 둘째의 미소.. 
23,2019-01-28 10:31:55,13103679,315,0,0, 복싱] 카넬로 알바레즈의 5월4일 경기 상대는 제이콥스네요. 다음은 GGG? 
23,2019-01-28 10:37:19,13103695,1703,32,0," 여가부, 성희롱·성차별 사건 직접조사권 갖는다 "
23,2019-01-28 10:42:09,13103706,6942,31,5, 대륙의 상향등 처벌.jpg 
